,Source,Restaurant Name,Author,Rating,Time,Review
86,Google,MADRAS RESTAURANT- True Taste of South India,Jasmeen Kaur,"Rated 5.0 out of 5,",11 months ago,"TOP NOTCH DOSA IN BRAMPTON !!Have been here multiple times, and every time is an amazing experience all around.My partner and I have been eating here for a few years now. I love their excellent service and welcoming environment at the place !Owner & his wife are so friendly with the guests and always takes care to offer the best quality! The waiters are awesome, the staff also work as a team in bringing and cleaning up the food.I just love their CRISPY Dosa, FRESH Idli, FLAVORFUL Sambar & especially the REAL Coconut Chutney.I have tried so many other South Indian restaurants, but no one can beat MADRAS RESTAURANT.Phenominal experience everytime !!Definitely a lifetime customer!HIGHLY RECOMMENDED !!"
87,Google,MADRAS RESTAURANT- True Taste of South India,Sandeep Kaur,"Rated 1.0 out of 5,",a month ago,Front customer service need to work on … they says they dont have time to clean table .. what does  that mean …..!
88,Google,MADRAS RESTAURANT- True Taste of South India,Bhargav Tulasi,"Rated 5.0 out of 5,",a year ago,All dishes we ordered were tasty. Not to mention the generous portions with repeat on chutneys. Great to find such a good option for South Indian food close to Home. We will definitely be ordering from here again.
89,Google,MADRAS RESTAURANT- True Taste of South India,Stephan Dhanraj,"Rated 5.0 out of 5,",7 months ago,First time ever having Dosa. It was awesome. Tikka paneer and masala dosa was great. The coconut chutney paired well. Dining area is homely and everyone is very polite.
90,Google,MADRAS RESTAURANT- True Taste of South India,Rohit Yadav,"Rated 1.0 out of 5,",7 months ago,The dosa I had was undercooked. The taste in my mouth completely got spoiled after I ate 30% of it.My tastebuds literally died and I always finish my meal but I couldn’t.Not going here again at all.
91,Google,MADRAS RESTAURANT- True Taste of South India,Amal Sreenivas,"Rated 1.0 out of 5,",a year ago,NOT SOUTH-INDIAN. Never go to this place as a authentic South Indian Restaurant. Taste of food are entirely different. I guess the spices are not followed accordingly. Never scam yourself with this food as South Indian.For the restaurant: Please remove the tagline of South Indian. Because it's not.Thanks
92,Google,MADRAS RESTAURANT- True Taste of South India,Roma gupta,"Rated 1.0 out of 5,",5 months ago,Worst customer service wait 45 min .and girl in Restrunt asking for order to the customer who came after me .it's very insulting behavior.i haven't  remembered the exact time .but might be in-between 2.30pm to 4.00pm.
93,Google,MADRAS RESTAURANT- True Taste of South India,Amanpreet Grewal,"Rated 1.0 out of 5,",11 months ago,"If I could give a zero I would have. Went here with my sister,we ordered dosas. I got butter chicken,she got regular dosa. Long story short. One of the chutneys was rotten,or contaminated smelled like chemicals. I informed the staff the just said sorry and continued serving this mystery substance to the rest of the,fairly busy restaurant. I also called the owner who shrugged  this off seeming not to really care. I saw people consuming the chutney. They were  not even informed by the staff about the chutney. GO AT OWN RISK!"
94,Google,MADRAS RESTAURANT- True Taste of South India,Anna Granic,"Rated 5.0 out of 5,",10 months ago,"SouthEast/Asian food is not something I was raised on as I’m very Canadian/Croatian. However I LOVE Madras!!! I go to the one on Bovaird! Always fresh, so tasty, customer service is amazing -but bottom line is the food is amazing 👏👏👏 a def must try!!!"
95,Google,MADRAS RESTAURANT- True Taste of South India,Ramkumar Meenavalli,"Rated 5.0 out of 5,",11 months ago,"Great place goodvservice Great vibe! Amazing food and pretty good quantity as compared to other places! Warm & friendly customer service! Would have never thought they had non-veg dishes as well! Highly recommend the chicken 65, it's too good to miss! Biryani was awesome . never miss a chance to visit this place"
96,Google,MADRAS RESTAURANT- True Taste of South India,S SJ,"Rated 1.0 out of 5,",a year ago,"I have tried their masala dosa in the past, which use to be okay, not the best but can handle. Recent experience was not even 1 star worth. Store Service for pickup was good but food taste was horrible  Red and green chutney was so bitter, Sambhar and dosa all were just average. Only thing me and my family liked was Coconut chutney, lol. Didn’t enjoy meal at all. No star for food here."
97,Google,MADRAS RESTAURANT- True Taste of South India,Madhu Patel,"Rated 1.0 out of 5,",a year ago,"Never had worse Dosa in my life. I ordered Paneer Tika Masala dosa and it came with 3 chtney and Sambar. All taste super bad including dosa. And also, the filling portion in dosa was so small. I would not recommend this place to anyone."
98,Google,MADRAS RESTAURANT- True Taste of South India,Pratap Reddy,"Rated 5.0 out of 5,",a year ago,"One of the best dosas I ever ate in Canada. Ghee masala dosa is a must try. The combination of paneer tikka masala in dosa was quite unique and tasted amazingly good. The chicken Biryani was beyond my expectations, huge portion can feed 2 people with lots of spices gravy & raitha ...just mouth watering taste. In a nutshell, the food was too good."
99,Google,MADRAS RESTAURANT- True Taste of South India,Siva Narayanan,"Rated 1.0 out of 5,",8 months ago,These guys don know what is South Indian. Just the dish name is South Indian. Briyani which I ordered is not good moreover chicken doesn’t cook well. Very poor rating.
100,Google,MADRAS RESTAURANT- True Taste of South India,Raja Sekar,"Rated 2.0 out of 5,",a year ago,"Not sure why they have mentioned as madras restaurant in their name, the food is no where related to south indian. I believe they have no clue how a south indian meal would be. I bought a veg thali and chicken biriyani yesterday and i was wondering that the quantity of rice they gave was not even enough to finish the sambar, and not sure why they kept rasam, and two curries for 1 small roti. Please dont order Thali and get disappointed,  probably it seems they are running short of rice bags in the restaurant. Chicken biryani was ok but not great."
101,Google,MADRAS RESTAURANT- True Taste of South India,Vaidehi Shah,"Rated 1.0 out of 5,",a year ago,"Worst experience! I ordered Onion Masala Dosa and it was too much salty. Also, the onion were just added like few strands on a little portion on one side-not blended inside. Sambar was also too salty. Overall I would never go back to this Madras Restaurant at Bovaird and Bramalea in Brampton. It took 30 minutes for it to get ready, so total waste of time."
102,Google,MADRAS RESTAURANT- True Taste of South India,Shivang Bavda,"Rated 3.0 out of 5,",6 months ago,"Okish , not much variety of food but taste was good.Could have provided free sambhar and chatni."
103,Google,MADRAS RESTAURANT- True Taste of South India,Bhanu Pratap Alluri,"Rated 5.0 out of 5,",a year ago,"Good Food is Good Mood, This guys set my mood when I visited to get some South Indian style food. I am basically a chef long back and I was so excited to taste the food in this restaurant and they succeeded in satisfying me with their great authentic southern Indian spices and their cooking talent. I ordered dosa and it is upto the mark, Sambar is mouth watering, Even non veg curries are very nice with tender and juicy meat pieces, overall I will give 5 star for the food and the taste."
104,Google,MADRAS RESTAURANT- True Taste of South India,Rohith Krishna,"Rated 1.0 out of 5,",a year ago,"Worst chicken biryani ever....Tasted like boiled white rice without a good taste...and regarding your reply towards my review...first of all I would like to say being a business owner, you should first take every review constructively. Also claiming yourself the best based on the ""so claimed"" sales record you have...Every customer should come to you back after tasing your food, this is what you should take care of and for that you should make your food taste good...rather than claiming yourself the best...Take care and  please improve your biriyani's taste.."
105,Google,MADRAS RESTAURANT- True Taste of South India,Naga surendra parimi,"Rated 5.0 out of 5,",a year ago,"It is a complete authentic South Indian cuisine which I am very much fond of. The food items prepared here are more of homemade feel and spicy which is upto my taste perfectly. Taste wise I could find no issues over here but it is situated in a busy plaza with less parking, which some people might find difficult. Most of the side dishes were found to be little spicy. Lovable for Non Vegers"
106,Google,MADRAS RESTAURANT- True Taste of South India,S K,"Rated 1.0 out of 5,",a year ago,"The worst employer. They pay way less than minimum wage (around 9 dollars an hour) and exploit employees with long hours of unpaid training which includes only dishwashing. Once you get to see how the food is prepared, you’ll never think of eating here. They have 3-4 microwaves and every menu item except dosa, is pre made and thrown into microwave before serving. They even make the employees give them 5 star reviews on google by threatening them of the job security."
